surface,id,capability,scope,headless_mapping,coverage,decision,remains_in_adtk,upstream_value,credit_path,priority,effort,evidence,constraint,next_validation,source
Headless MCP tool,set_project_variables,Set Project Variables — Project discovery and selected settings writes,Agent capability,action:project-variables-set,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/projects.py
Headless MCP tool,start_cobuild_conversation,Start Cobuild Conversation — Delegate inference and project authoring to Cobuild,Agent capability,No dedicated current ADTK agent tool; delegate inference and project authoring to cobuild,New capability,Pilot Cobuild path,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,Cobuild inference on start/send/answer; status/list do not initiate inference,P0,Large,Live TAM read/create/status tests; execution path stalled; debit not measured,No exposed ADTK tool invocation or cancel tool; retained state is process-local; no generic completion endpoint,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/cobuild.py
Headless MCP tool,switch_instance,Switch Dataiku Instance — Local MCP connection profiles,Agent capability,No dedicated current ADTK agent tool; local mcp connection profiles,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Local profiles do not replace host/identity isolation or ADTK fleet registry,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/instances.py
Headless MCP tool,test_connection,Test Connection — Connection inspection and testing,Agent capability,config domain:connections; action:connection-test,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/connections.py
Headless MCP tool,update_code_env,Update Code Environment — Environment inventory and constrained lifecycle,Agent capability,action:code-env-consolidate; action:plugin-code-env-rebuild; action:code-env-update,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/code_environments.py
Headless MCP tool,update_group,Update Group — Group inventory and access administration,Agent capability,No dedicated current ADTK agent tool; group inventory and access administration,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/groups.py
Headless MCP tool,update_plugin,"Update Plugin — Plugin inventory, usages and lifecycle",Agent capability,action:plugin-deploy; action:plugin-update,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/plugins.py
Headless MCP tool,update_project_settings,Update Project Settings — Project discovery and selected settings writes,Agent capability,action:project-set-cluster,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/projects.py
Headless MCP tool,update_user,Update User — Account inventory and controlled administration,Agent capability,action:user-disable; action:user-enable; action:user-update,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/users.py
Headless MCP tool,upload_file_to_managed_folder,Upload File to Managed Folder — Inspect file dependencies; publish bounded diagnostic artifacts,Agent capability,No dedicated current ADTK agent tool; inspect file dependencies; publish bounded diagnostic artifacts,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/managed_folders.py
Headless MCP tool,validate_project_library_file,Validate Project Library File — Inspect project code; controlled file handoff,Agent capability,No dedicated current ADTK agent tool; inspect project code; controlled file handoff,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/project_libraries.py
Headless MCP tool,wait_for_job,Wait for Job — Job-level troubleshooting and verified execution,Agent capability,No dedicated current ADTK agent tool; job-level troubleshooting and verified execution,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/jobs.py
Headless MCP tool,write_project_library_file,Write Project Library File — Inspect project code; controlled file handoff,Agent capability,No dedicated current ADTK agent tool; inspect project code; controlled file handoff,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,Keep ADTK approval/audit around writes or executions; actual scope follows tool schema,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/project_libraries.py
Headless entry skill,dataiku-headless,Harness instructions for Dataiku workflows,Agent capability,ADTK companion instructions; not an executable adapter,Instruction overlap,Reuse with scoped guidance,Toolkit-specific tool routing and authorization instructions,Already upstream,Instructions alone consume no credits; outer harness inference is separate,P1,Small,Source inspected; replacement not live-tested,Loading SKILL.md does not import a native DSS Skill or wire tools into Cobuild,Verify routing does not suppress authorized Toolkit capabilities,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/SKILL.md
